"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"11500",3,9,3,0,1,4,4,0,1,6
"11501",1223,1348,634,1290,1101,868,924,976,732,5858
"11502",1274,1446,787,1365,1538,1416,1040,1320,1062,546
"11503",914,1267,1492,5230,2115,1730,1718,3162,2017,3256
"11504",16,6,2,36,11,2,0,16,4,2
"11505",849,658,919,941,1788,609,645,904,4979,1022
"11506",7240,670,575,337,786,316,414,490,336,372
"11507",51,14,16,499,39,31,31,39,25,23
"11508",53,53,63,17,28,30,78,43,64,53
"11509",87,233,142,267,115,132,147,129,47,58
"11510",169,78,46,75,461,5,81,55,141,19
"11511",1740,258,205,998,332,513,899,2064,3656,850
"11512",73,3,106,188,69,125,118,141,6,27
"11513",3001,2148,1384,2301,2606,1550,1089,25082,960,1666
"11514",260,330,161,234,231,240,204,242,178,122
"11515",171,2753,77,646,477,277,2694,394,143,123
"11516",390,336,212,338,324,417,287,357,238,236
"11517",1094,631,835,607,435,453,613,707,567,608
"11518",1196,281,75,273,178,493,402,256,74,249
"11519",34,26,13,31,38,27,17,21,25,19
"11520",7,39,20,29,12,7,8,22,9,17
"11521",416,145,187,300,117,175,151,234,70,126
"11522",290,280,124,144,67,220,313,228,166,237
"11523",62,30,38,42,59,61,32,67,45,55
"11524",65,58,30,73,87,62,78,84,52,48
"11525",296,366,1179,196,253,429,217,757,195,195
"11526",3,5,1,5,0,2,3,41,9,6
"11527",571,251,163,208,351,218,254,141,114,224
"11528",373,282,168,206,139,1814,221,94,145,286
"11529",2569,24915,1565,2950,2655,2791,2926,4149,1621,1935
"11530",157,212,187,241,98,112,67,274,249,85
"11531",42,26,29,28,43,31,33,53,35,28
"11532",4,2,2,2,1,2,0,0,0,4
"11533",3140,3326,2212,3562,2431,2400,17439,3239,11579,3629
"11534",579,321,355,676,496,257,558,361,1432,338
"11535",8,52,10,8,6,2,10,0,1,1
"11536",19585,18330,6607,16016,16562,10897,12574,17723,7101,12090
"11537",131,230,88,195,156,160,146,150,82,157
"11538",448,373,356,557,683,364,238,340,212,239
"11539",40,14,14,40,60,14,34,31,36,16
"11540",19,12,7,11,8,10,8,27,0,11
"11541",487,195,97,202,173,84,135,76,62,171
"11542",9682,4876,4865,8763,9438,9370,4780,90870,9899,7109
"11543",3,3,1,4,3,2,2,7,3,4
"11544",11061,3319,3700,4724,3948,24153,4652,7724,15844,3580
"11545",1841,1611,727,622,790,4792,1081,1754,742,1229
"11546",742,452,397,503,479,357,384,612,272,488
"11547",1191,927,584,812,746,713,532,820,611,971
"11548",102,113,47,63,89,89,50,69,59,77
"11549",820,814,392,992,691,321,566,850,3621,442
"11550",45,49,25,32,32,34,49,26,46,12
"11551",75,57,0,33,15,3,21,62,44,0
"11552",336,262,118,268,68,125,118,774,365,193
"11553",2,6,1,7,5,10,1,2,1,2
"11554",35,8,11,56,21,24,50,27,377,28
"11555",363,353,351,353,261,221,451,4471,192,191
"11556",3,0,1,4,2,0,0,3,0,1
"11557",54,12,28,27,32,33,61,40,15,33
"11558",1058,856,1176,897,1172,725,894,4231,1562,1196
"11559",8,1,4,2,1,0,0,9,2,2
"11560",246,248,74,155,217,121,152,178,124,120
"11561",21333,16683,85058,16675,18103,16595,14793,26418,11980,11296
"11562",78,70,91,82,45,82,30,514,72,122
"11563",6,7,4,8,7,3,15,22,2,0
"11564",82,38,29,46,73,46,40,65,28,18
"11565",0,93,8,0,0,0,64,18,0,19
"11566",2514,2132,1258,2523,1949,1650,2367,2019,945,1883
"11567",4,9,1,2,3,1,1,8,4,1
"11568",1778,248,255,271,124,117,1148,206,119,64
"11569",14,10,7,11,17,1,13,15,8,11
"11570",508,898,634,931,1099,500,703,1208,589,639
"11571",3468,1760,953,2375,1998,2499,2002,2091,1437,1591
"11572",219,210,198,273,175,157,81,188,150,109
"11573",127,59,17,67,97,133,131,77,83,40
"11574",3936,5309,2924,5400,4730,3771,3438,5298,3517,2536
"11575",0,1,1,2,4,1,8,3,1,0
"11576",137,125,57,104,110,134,54,47,83,313
"11577",54,67,90,62,133,39,32,78,148,69
"11578",0,3,2,1,5,3,3,8,0,17
"11579",128,88,54,66,76,56,48,87,42,68
"11580",182,200,55,34,81,114,83,80,39,69
"11581",9,5,0,1,1,15,6,1,1,35
"11582",43,36,194,46,74,58,18,23,33,14
"11583",111,208,184,280,246,216,184,333,160,164
"11584",3161,4139,1492,1393,38949,2805,2398,1525,2229,1938
"11585",4204,3751,1689,3561,3677,2591,3649,2962,1664,1956
"11586",6491,6600,3442,5138,4630,5165,4288,4611,5350,5763
"11587",1624,1058,733,381,8732,748,597,487,737,622
"11588",17,13,6,16,4,7,5,15,9,9
"11589",393,1920,391,925,928,636,244,270,331,477
"11590",883,1205,622,1224,1209,1193,749,17121,767,872
"11591",540,649,459,988,697,501,463,667,232,323
"11592",76,43,19,101,38,40,21,20,17,27
"11593",4472,1830,2190,3164,2266,1951,2195,3907,1232,1476
"11594",2652,3109,1682,3948,1801,2394,1028,3194,2278,975
"11595",221,674,175,40,84,104,199,317,237,225
"11596",116,122,100,886,80,141,238,180,561,101
"11597",266,310,86,201,2298,192,182,315,278,202
"11598",797,451,501,2138,685,384,233,1058,879,450
"11599",9,7,1,10,98,10,1,3,1,2
"11600",670,1197,3767,448,374,399,3277,660,261,318
"11601",4751,3406,3085,4072,3752,6208,3005,5782,3517,4091
"11602",3017,697,505,734,2478,3732,3504,7653,973,2836
"11603",765,5497,378,657,453,630,724,556,295,445
"11604",116,126,19,43,119,25,7,38,12,21
"11605",2,10,13,15,4,12,7,12,7,11
"11606",1585,1018,673,1254,1174,905,1273,1213,1157,774
"11607",60,50,45,16,39,156,25,0,52,96
"11608",21,20,10,46,193,3,59,9,31,7
"11609",139,53,37,30,71,71,56,28,37,202
"11610",1434,9217,885,1680,1808,2143,1624,1770,1225,1774
"11611",40,35,10,15,25,19,42,52,31,18
"11612",5689,6212,3156,110022,14036,9609,7528,6847,4067,37031
"11613",69,24,8,62,20,96,9,39,20,4
"11614",865,642,308,791,599,339,381,4510,758,514
"11615",6,8,3,7,10,2,2,5,5,2
"11616",190,261,226,272,339,151,129,211,96,170
"11617",619,3886,212,295,494,377,247,596,319,366
"11618",151,39,9,13,14,5,30,68,36,32
"11619",960,245,508,666,700,612,331,647,577,497
"11620",1198,756,556,1413,1862,761,384,1241,688,631
"11621",76,207,55,88,102,10,95,105,119,42
"11622",54,59,34,36,130,74,25,38,94,77
"11623",15,0,1,22,0,2,4,0,17,17
"11624",3,4,0,0,7,1,8,3,2,1
"11625",1207,597,442,765,1290,1288,534,985,419,533
"11626",127,144,65,729,117,474,2,181,9,93
"11627",76,71,43,70,68,54,48,872,54,45
"11628",35,21,13,27,69,40,35,34,28,16
"11629",559,440,136,222,184,334,392,740,184,234
"11630",8,14,9,7,17,2,4,70,4,8
"11631",1073,1554,1645,1865,1420,1518,918,1200,1417,1481
"11632",95,112,58,90,117,73,68,119,73,91
"11633",39,15,41,25,85,14,42,9,76,29
"11634",5609,4788,4380,5084,3494,2980,3374,3275,753,872
"11635",2532,919,355,1557,1994,1629,1019,704,5576,2805
"11636",49,2,3,61,37,30,1,1008,18,0
"11637",261,58,166,128,289,10,163,346,13,384
"11638",456,1027,380,1041,1255,937,3214,452,3544,380
"11639",4,16,1,1,3,12,16,21,7,1
"11640",119,197,57,84,146,154,28,95,40,79
"11641",1,11,47,0,10,24,7,159,214,201
"11642",194,129,84,144,18,35,86,44,335,76
"11643",1896,1168,671,627,2390,722,904,17370,900,1435
"11644",14,35,35,59,521,106,129,84,37,16
"11645",2058,762,389,548,204,260,401,369,571,698
"11646",433,282,193,375,242,277,196,279,254,1773
"11647",842,824,402,939,1434,556,775,977,735,378
"11648",0,0,0,0,0,0,0,43,0,0
"11649",7,4,10,17,17,22,10,34,10,4
"11650",1247,1031,582,1100,1072,848,4251,1037,658,592
"11651",158,442,66,64,45,39,25,27,36,58
"11652",205,186,193,25,569,211,75,265,25,140
"11653",1,10,11,78,140,3,53,16,124,4
"11654",2509,1755,2098,4564,3324,1862,2880,2114,1346,1371
"11655",14,4,3,19,8,15,15,2,5,7
"11656",443,224,231,556,141,359,173,246,369,207
"11657",32,28,29,45,47,27,38,17,11,40
"11658",6,4,2,17,8,1,11,65,1,14
"11659",5,10,4,16,7,10,5,18,5,1
"11660",23162,2032,1878,2694,5396,5961,3634,3137,2270,7777
"11661",8,3,0,3,18,5,1,0,1,0
"11662",798,606,3211,904,348,574,306,700,635,340
"11663",322,269,113,182,211,1782,69,188,147,178
"11664",3,4,6,30,35,15,20,53,31,6
"11665",13,12,1,10,4,3,8,1,3,9
"11666",1039,2067,1151,1882,1430,839,437,2029,664,1395
"11667",650,741,489,6893,953,752,671,700,741,799
"11668",271,280,92,334,151,158,292,226,90,136
"11669",58,9,71,152,131,45,253,119,42,144
"11670",50,33,21,57,335,57,17,19,20,57
"11671",3023,1341,405,1050,1839,1324,631,1053,1010,750
"11672",1345,1056,793,1697,1654,1796,1114,1121,989,1372
"11673",43,47,21,358,21,46,17,54,37,88
"11674",67,36,35,22,54,17,30,232,21,11
"11675",88,82,84,212,181,60,75,143,155,113
"11676",3,8,0,10,14,10,2,11,6,0
"11677",250,61,23,66,81,78,30,7,27,102
"11678",157,220,74,959,109,100,109,181,89,117
"11679",5480,4588,4128,5764,4906,3995,3435,3372,2726,6019
"11680",11,0,0,0,0,0,0,0,0,1
"11681",507,322,167,259,474,508,403,331,346,368
"11682",905,1091,6703,958,706,782,482,1452,429,1058
"11683",257,112,71,123,129,95,61,198,69,99
"11684",29,49,13,145,55,83,52,238,5,59
"11685",131,116,45,74,27,27,163,1054,42,482
"11686",32,63,9,27,16,20,15,20,14,10
"11687",158,133,189,128,583,204,213,321,104,112
"11688",528,917,537,716,860,609,878,920,562,709
"11689",1543,1596,945,2770,3107,2813,1759,2775,1627,2688
"11690",4,5,3,3,32,3,0,0,5,3
"11691",28,43,24,48,36,18,29,32,29,35
"11692",5,125,0,0,12,2,3,0,35,0
"11693",1357,1083,2825,750,682,900,647,1028,7928,627
"11694",1993,1991,1126,1392,1302,874,1124,1613,1059,1186
"11695",3,5,1,7,1,1,1,1,6,1
"11696",327,297,296,317,397,257,351,1162,100,274
"11697",388,2282,2625,3854,4314,4909,1203,3781,2746,3385
"11698",2,1,1,11,4,8,3,5,11,0
"11699",5351,7233,4994,4707,9272,5512,3112,5526,4256,4850
"11700",254,662,344,350,204,422,330,170,442,249
"11701",166,197,84,110,284,196,139,211,258,80
"11702",339,484,338,549,436,232,271,370,259,208
"11703",54,171,433,80,132,84,173,153,21,29
"11704",1178,1126,524,981,783,877,715,805,627,812
"11705",40,2,7,0,13,1,3,9,6,0
"11706",307,501,260,660,378,499,393,730,522,171
"11707",3279,4220,1993,4357,3324,1924,2097,3009,2318,1542
"11708",17,13,18,8,25,185,24,17,6,36
"11709",643,630,218,935,684,485,418,849,691,432
"11710",203,85,112,158,55,336,393,70,290,105
"11711",99,469,107,1385,128,99,244,309,196,81
"11712",451,676,2356,452,313,444,180,512,2049,360
"11713",2653,2423,1608,2183,1901,1573,1351,1027,1428,1608
"11714",380,91,63,140,217,222,161,232,110,126
"11715",0,41,3,3,13,11,20,50,2,1
"11716",776,314,295,219,1469,699,531,475,796,1299
"11717",286,253,68,182,192,51,119,198,154,122
"11718",74,138,61,748,56,105,100,66,56,33
"11719",1856,105,389,257,943,268,228,1616,1211,440
"11720",165,251,47,249,174,214,150,1417,74,107
"11721",367,166,203,179,178,113,190,105,189,220
"11722",1131,460,166,401,776,210,421,554,465,173
"11723",1970,2212,1452,4250,3579,1394,2502,1797,17601,1651
"11724",246,66,16,6,6,5,1,36,2,1
"11725",376,4620,198,697,853,136,208,448,250,750
"11726",13,10,8,16,4,8,5,12,7,5
"11727",8,29,3,6,2,6,2,9,3,3
"11728",0,0,0,3,61,3,3,0,1,0
"11729",2785,1866,2429,196,1989,76,80,124,95,360
"11730",29,0,0,0,0,9,2,0,1,0
"11731",52,54,27,54,78,24,35,33,53,83
"11732",9,127,0,2,1,14,0,1,5,2
"11733",35,1183,21,66,64,125,17,5,86,35
"11734",24,14,3,2,15,19,32,45,6,21
"11735",30,29,59,164,8,51,85,42,11,18
"11736",169,533,119,1354,161,97,133,292,178,93
"11737",119,151,8,185,108,142,47,305,96,67
"11738",69,84,35,3,8,55,25,15,3,3
"11739",846,866,438,863,794,758,499,845,636,595
"11740",12,22,27,2,22,4,0,5,21,11
"11741",189,2615,125,279,213,190,142,120,111,116
"11742",61,78,50,93,72,75,459,68,71,45
"11743",492,169,188,317,428,97,191,419,305,302
"11744",286,185,1099,172,119,821,308,62,184,65
"11745",4,4,4,1,5,1,4,7,2,8
"11746",7,20,10,12,6,1,17,10,14,12
"11747",9,7,1,3,87,2,13,3,4,8
"11748",25,33,9,49,32,9,10,277,10,26
"11749",3630,2170,889,4693,1337,1977,1119,3391,1471,825
"11750",7,6,9,14,6,9,5,14,5,7
"11751",0,51,16,1,12,3,38,0,0,2
"11752",5230,4732,3170,3739,5535,4425,3247,3396,3482,1752
"11753",2,11,5,5,5,5,22,10,0,3
"11754",14,19,17,29,10,22,15,22,6,8
"11755",57,81,25,35,11,72,70,27,38,27
"11756",16,6,1,8,16,17,33,18,32,8
"11757",0,0,0,8,9,187,165,0,7,0
"11758",10,8,2,41,2,3,0,4,6,3
"11759",745,53,19,150,435,34,92,11,138,4
"11760",0,1,7,0,5,49,1,5,0,1
"11761",14,2,1,9,20,9,6,2,7,107
"11762",5,6,1,1,3,3,3,5,2,1
"11763",439,1958,357,189,390,243,234,379,213,225
"11764",695,2898,281,355,521,530,392,547,556,280
"11765",319,245,137,292,240,1863,226,177,143,134
"11766",9368,1279,932,1723,2066,1564,1788,1920,7979,1503
"11767",65,238,21,36,40,42,11,62,188,16
"11768",296,332,258,340,229,278,252,279,237,226
"11769",13,1,4,0,7,0,1,0,0,0
"11770",134,93,6,38,52,47,86,81,28,53
"11771",2,1,5,2,3,17,18,3,13,7
"11772",698,725,212,598,409,374,256,660,380,216
"11773",331,2378,344,724,175,307,238,418,321,143
"11774",2,4,11,24,11,2,0,1,1,0
"11775",752,201,269,391,683,2786,386,290,269,331
"11776",21,90,25,5,38,9,62,123,3,3
"11777",23,106,0,57,4,3,33,66,99,17
"11778",997,304,45,98,70,207,278,342,222,173
"11779",23,24,16,29,24,11,15,2,8,37
"11780",397,384,38,39,269,387,48,378,361,170
"11781",3477,2865,465,4235,3393,12157,1724,2907,568,1739
"11782",18,1,18,8,3,5,5,5,9,7
"11783",225,601,75,615,888,362,5464,207,394,265
"11784",59,34,12,29,40,20,28,45,15,29
"11785",1144,602,868,1342,891,664,1065,714,236,10627
"11786",280,323,167,257,268,212,153,269,135,142
"11787",4,50,22,23,6,6,12,18,10,10
"11788",1654,1498,437,1704,16083,1483,1250,2701,1228,8426
"11789",551,297,131,153,446,297,207,318,252,249
"11790",846,335,148,1276,640,149,301,652,325,146
"11791",13,41,304,197,141,140,235,49,116,75
"11792",6,1,3,4,3,13,8,9,1,7
"11793",162,150,87,180,69,73,51,146,96,114
"11794",236,189,792,254,179,153,99,297,144,166
"11795",8,14,32,29,2,1,1,0,3,7
"11796",3,0,0,12,4,1,0,0,0,3
"11797",5,12,13,1,9,10,2,30,14,2
"11798",201,215,234,337,336,195,399,215,277,250
"11799",64,17,0,1,3,8,11,0,0,0
"11800",5,5,2,4,4,5,4,3,3,1
"11801",1031,806,319,1036,982,6668,675,1151,522,626
"11802",54,11,15,44,13,24,21,23,2,127
"11803",1254,1073,844,1143,1509,698,747,912,618,956
"11804",2,0,0,0,2,2,6,2,0,3
"11805",2136,2890,2109,1661,595,4585,3092,2002,901,1732
"11806",1632,1440,1158,1804,1758,6250,1193,1046,1006,817
"11807",689,693,351,6094,491,626,713,609,570,722
"11808",688,1184,325,439,342,280,673,869,523,490
"11809",1,8,25,1,11,1,9,0,0,3
"11810",1,1,3,1,0,3,8,3,2,3
"11811",772,1107,796,174,1277,416,945,215,696,1351
"11812",3012,903,445,1004,1962,1819,978,1503,305,204
"11813",2346,2641,14560,1973,2171,3230,2633,3554,3547,2060
"11814",3,6,0,2,6,1,3,0,6,2
"11815",270,246,121,233,286,206,2010,1382,184,283
"11816",0,0,94,0,0,0,1,3,0,55
"11817",3,3,0,2,5,1,2,0,15,4
"11818",30,4,0,24,2,0,0,138,14,1
"11819",2014,1157,804,1582,1201,987,296,1036,591,283
"11820",59,51,27,25,53,67,48,20,49,172
"11821",2651,269,270,383,421,220,135,321,168,235
"11822",366,231,88,288,434,190,182,264,2351,105
"11823",0,4,2,0,0,3,3,31,1,0
"11824",605,690,189,291,217,423,388,377,345,290
"11825",1994,1865,2476,13299,9907,1887,1434,1978,1631,1140
"11826",3930,6816,2973,18764,5323,3333,1821,2750,2642,4366
"11827",4322,5292,3572,5720,3109,3900,3719,1911,3542,1886
"11828",19,8,8,2,2,4,5,7,6,2
"11829",42,34,1,100,29,17,1,9,17,7
"11830",839,1028,1615,1581,2274,572,913,2080,526,766
"11831",76,63,33,54,86,426,36,93,636,80
"11832",3059,1020,94,714,297,49,98,226,333,54
"11833",578,325,204,443,557,394,369,491,259,312
"11834",26,54,2,21,1,2,41,144,12,6
"11835",213,30,13,11,44,8,11,61,25,15
"11836",226,229,121,166,436,111,42,98,92,157
"11837",66,32,22,65,36,194,61,31,26,21
"11838",83,59,34,57,527,98,21,97,33,34
"11839",844,653,2495,442,440,543,399,712,413,258
"11840",80,19,33,4,147,51,51,21,37,19
"11841",23,29,46,40,66,14,24,11,25,14
"11842",1154,1073,219,595,975,7111,2146,549,1353,469
"11843",1665,894,661,1228,1631,699,499,1092,1501,499
"11844",2,11,17,28,12,17,25,11,10,6
"11845",5634,10788,5440,6834,7599,3951,4833,6575,2126,4656
"11846",438,345,360,419,315,242,325,328,269,256
"11847",48,128,23,523,43,408,99,6,64,54
"11848",299,195,148,151,120,147,162,105,99,68
"11849",4,12,9,19,1,7,7,9,5,9
"11850",27,28,17,23,20,14,37,21,24,12
"11851",33,6,8,47,9,8,17,14,15,21
"11852",1909,2327,2393,2524,3500,3346,3308,2099,1122,2320
"11853",469,453,200,289,283,236,320,338,190,183
"11854",8,13,5,5,25,8,17,13,5,7
"11855",28,14,19,14,30,10,25,8,11,123
"11856",7652,5165,3625,7403,6221,4705,6082,4907,4435,4850
"11857",39139,3052,2135,4436,3760,3144,2570,4120,2782,2912
"11858",17,15,7,11,21,18,12,22,9,15
"11859",32,37,16,42,43,23,28,23,25,32
"11860",1776,1591,1000,1849,1723,1873,910,1736,915,1268
"11861",6,155,15,131,46,31,1,38,48,21
"11862",156,73,10,39,62,32,6,16,21,195
"11863",2252,903,1437,1649,1930,1178,2965,2039,1265,1572
"11864",751,1117,387,8221,900,681,567,1109,704,605
"11865",0,6,2,1,90,45,5,14,2,3
"11866",2122,1803,1048,12635,2339,1357,1495,1623,1080,1455
"11867",149,202,126,774,94,85,104,111,104,91
"11868",4941,6832,1737,9089,2450,5496,2515,4992,4456,1547
"11869",280,292,238,295,588,198,305,201,121,327
"11870",216,189,70,165,215,135,133,328,98,214
"11871",59,81,34,49,92,26,21,34,41,18
"11872",1,0,0,12,0,1,11,4,8,207
"11873",867,902,485,722,611,663,670,825,451,583
"11874",291,481,189,268,459,438,467,351,195,207
"11875",2,0,2,2,3,3,1,0,0,0
"11876",14526,1962,711,1842,1631,1544,1178,1534,958,1054
"11877",10154,8636,5085,9254,10672,5802,6075,6550,6907,6655
"11878",3367,1719,2184,2268,11488,2559,1919,1783,2254,1449
"11879",1495,42,74,692,63,153,53,80,84,34
"11880",258,119,75,347,77,251,443,67,260,506
"11881",67,4,10,5,15,11,5,33,3,12
"11882",9,18,14,35,19,19,18,19,7,12
"11883",7670,10977,1911,5702,10648,8552,2377,4775,2125,4871
"11884",2526,2351,3495,3910,2832,2560,2312,1443,16306,2448
"11885",263,197,91,244,251,139,169,988,170,121
"11886",450,1068,567,702,1019,602,631,592,2126,714
"11887",2337,488,216,273,550,43,781,46,18,59
"11888",10131,388,1090,795,1614,1145,392,8656,803,1169
"11889",21,10,7,41,37,25,12,21,16,26
"11890",17267,27545,5690,11168,11651,3142,4428,7187,6290,5123
"11891",228,69,69,129,84,142,81,96,67,90
"11892",592,154,49,213,159,291,250,104,131,149
"11893",311,151,119,342,110,739,222,200,155,154
"11894",50,36,32,41,64,658,44,43,54,40
"11895",8750,8905,4536,12613,8199,5903,6627,7326,4822,4119
"11896",13,8,85,29,9,22,67,9,7,22
"11897",555,906,193,661,528,382,553,4389,575,213
"11898",2,5,1,2,0,19,8,13,3,5
"11899",10,9,0,25,7,18,0,0,0,8
"11900",4,4,6,3,5,6,7,8,1,2
"11901",32,6,14,48,43,27,13,9,22,35
"11902",83,15,6,131,56,0,0,13,108,24
"11903",859,1176,417,668,537,598,484,592,341,219
"11904",712,19,25,46,27,61,37,55,21,38
"11905",1238,1077,447,5570,1050,487,701,959,689,899
"11906",10751,9351,8776,8496,11155,9174,8987,12794,9181,8662
"11907",209,428,577,201,743,249,119,167,119,75
"11908",49,5,1,8,7,20,9,45,0,12
"11909",73,94,54,90,76,56,101,1228,26,79
"11910",619,758,199,1059,33,286,199,218,7,84
"11911",317,532,235,700,642,353,401,734,367,234
"11912",59,249,197,237,49,306,16,634,371,44
"11913",26,1,28,14,25,10,16,16,2,6
"11914",892,928,464,758,991,657,357,1351,829,832
"11915",424,169,118,313,218,222,132,284,107,87
"11916",62,40,63,33,379,58,112,1596,150,85
"11917",98,115,76,90,168,89,93,131,78,100
"11918",866,911,482,1287,5877,661,8167,612,412,623
"11919",757,872,427,1375,879,1039,628,1078,609,1205
"11920",207,276,160,211,155,179,246,199,154,183
"11921",30,73,31,24,144,27,20,29,17,48
"11922",12,5,20,43,61,18,33,18,13,15
"11923",21,280,176,7,14,24,68,1439,93,150
"11924",17,99,19,31,114,30,129,19,100,54
"11925",719,343,263,510,328,215,320,279,1544,199
"11926",722,303,322,442,355,423,449,510,360,207
"11927",33,98,123,95,509,35,1652,890,147,39
"11928",4708,3496,19201,3489,3626,3283,3086,3630,2646,2034
"11929",6,8,1,6,2,1,5,2,6,0
"11930",75,171,71,2809,176,159,67,69,254,44
"11931",348,1973,640,1092,1511,1225,839,1650,275,465
"11932",1530,648,410,1271,708,394,1384,1097,682,1845
"11933",188,465,278,363,321,703,393,154,434,56
"11934",0,0,3,1,13,3,0,4,1,1
"11935",232,424,250,295,402,552,2051,2861,246,250
"11936",99,123,86,90,88,299,94,106,95,62
"11937",8,14,7,4,4,8,5,13,1,10
"11938",220,142,208,255,205,42,152,1637,211,62
"11939",2,4,1,2,3,1,3,2,2,1
"11940",441,342,200,326,418,308,287,225,252,219
"11941",0,7,0,22,48,0,2,1,0,20
"11942",49,34,32,62,46,27,33,34,22,40
"11943",1003,1106,536,1001,692,879,653,1062,736,5199
"11944",380,378,218,334,233,425,194,262,213,266
"11945",22,0,21,56,83,20,14,45,4,6
"11946",2959,2861,1421,1808,2076,1696,1295,1835,1343,1514
"11947",38,6,30,80,63,34,16,29,123,79
"11948",466,511,265,285,149,159,447,321,254,241
"11949",894,1373,774,1456,1497,1370,1380,1131,941,965
"11950",372,499,197,300,340,279,229,277,265,394
"11951",1130,1890,796,1132,1629,729,1130,1265,907,1268
"11952",2,1,6,0,39,4,0,5,105,14
"11953",6,29,8,10,23,33,6,8,35,11
"11954",0,0,774,3,0,0,812,0,0,0
"11955",131,648,427,482,42,399,602,45,110,321
"11956",56,147,4,110,67,55,26,54,10,1
"11957",0,2,9,1,1,1,0,11,21,4
"11958",3,2,1,9,0,0,3,3,1,4
"11959",696,6227,349,409,614,665,467,518,519,474
"11960",2,3,4,4,2,4,2,3,2,0
"11961",218,136,70,93,108,214,54,127,208,31
"11962",660,1778,639,1165,1820,1548,582,789,562,1118
"11963",497,1175,321,1248,576,684,4547,1482,463,180
"11964",990,460,359,648,630,571,337,1200,333,392
"11965",231,221,84,120,49,64,131,16,27,12
"11966",3685,5133,2598,8329,9365,31683,3494,4054,3279,2439
"11967",499,276,83,2868,18,124,225,70,62,111
"11968",12,4,7,11,8,7,56,9,5,9
"11969",57,996,72,75,67,188,85,69,84,80
"11970",76,77,37,58,18,38,57,67,19,61
"11971",253,273,100,156,153,155,123,228,76,232
"11972",11,0,10,30,86,23,13,4,42,26
"11973",12,12,60,14,107,7,14,27,21,23
"11974",12,1,6,9,5,50,1,2,2,6
"11975",75,13,6,19,9,12,15,19,175,115
"11976",2052,230,199,402,192,317,223,263,195,152
"11977",157,87,106,78,167,121,32,141,106,57
"11978",36,12,14,9,16,9,20,17,3,7
"11979",0,0,69,33,513,92,71,58,10,162
"11980",60,74,44,95,84,57,43,62,39,48
"11981",1898,1486,877,2476,1477,1593,1260,1503,805,816
"11982",11936,4327,1434,3005,2069,3274,3437,4288,2576,19179
"11983",136,50,49,45,84,98,56,102,124,32
"11984",713,87,69,151,234,24,94,71,278,78
"11985",3,8,14,7,1,0,2,0,0,1
"11986",437,554,318,513,487,419,431,705,432,509
"11987",91,98,26,811,163,82,22,108,66,46
"11988",1320,1347,1629,908,862,355,520,179,775,714
"11989",606,679,345,1309,352,576,556,582,283,645
"11990",38,20,15,55,69,30,22,40,32,43
"11991",881,535,188,477,878,289,411,736,312,360
"11992",1,0,0,27,1,0,11,0,1,1
"11993",60,92,50,71,124,57,146,47,85,54
"11994",104,307,212,234,3897,106,154,141,279,254
"11995",82,129,14,45,1157,82,37,33,13,42
